Id,SalePrice
1461,124164.86431779547
1462,161526.05745644541
1463,177105.95315975745
1464,183923.84951680113
1465,208074.51500946644
1466,167225.962722685
1467,161378.4302010214
1468,160111.32827978843
1469,193720.46773687503
1470,127826.65133371344
1471,204788.28092356885
1472,91890.03687924218
1473,91873.84280874878
1474,157261.32908918557
1475,142921.12259054522
1476,394734.73685321474
1477,277047.68530408514
1478,308308.00757045555
1479,273360.9577654056
1480,491089.34675506724
1481,310481.95197736373
1482,215877.9661486828
1483,163367.59651735536
1484,173286.07866504398
1485,175117.1898726768
1486,192476.24510984047
1487,340967.65677463077
1488,239932.82968141898
1489,201099.159938421
1490,220920.1721242652
1491,190666.99971367905
1492,92508.70312282401
1493,193312.98895152588
1494,299694.4016482374
1495,294509.18487236084
1496,232646.78077371066
1497,183111.82367695402
1498,167948.03857051028
1499,168032.87466912172
1500,149412.68761166066
1501,167457.2906227531
1502,165951.39042914202
1503,293089.1315190885
1504,231594.57236748343
1505,214937.13408661945
1506,181855.08316190867
1507,241076.69725296067
1508,194263.64521898673
1509,165760.0126074994
1510,147566.0255614778
1511,150877.3017220515
1512,183961.66462639585
1513,141716.08417400776
1514,158735.77657716649
1515,165279.87754576484
1516,168740.50319138498
1517,156934.14625007557
1518,143505.4134151734
1519,225827.52328543164
1520,134515.56290881877
1521,138344.63723238214
1522,168570.57172984708
1523,107503.19554093054
1524,122234.74862839337
1525,122521.21344377559
1526,124272.9015023232
1527,101649.83321318113
1528,129567.57978593056
1529,146906.29688681973
1530,179173.86359734432
1531,113593.92687140536
1532,102978.31407885907
1533,158085.7579186987
1534,119458.30411231003
1535,147728.53372192016
1536,114008.979006875
1537,74704.15406048181
1538,191665.0540885706
1539,209972.12653832932
1540,103017.23585569029
1541,137379.1365246323
1542,126860.01454687504
1543,221868.10194552058
1544,91523.9200741335
1545,107202.84128194995
1546,122123.44081549195
1547,129562.83519228084
1548,132404.71121297465
1549,114932.4787508746
1550,132254.31498283934
1551,119306.13126970294
1552,135850.80761200486
1553,151077.55987751004
1554,107082.37246162813
1555,165497.71783471934
1556,75262.99167348574
1557,114910.70199799123
1558,100983.47592973815
1559,99123.11250441846
1560,139484.72479821878
1561,141311.78574429377
1562,126257.18566054905
1563,124754.26563670678
1564,160341.618123965
1565,147033.0437614844
1566,213847.40890195855
1567,77801.55936946177
1568,219173.57269933206
1569,137224.76243501337
1570,137515.36715010466
1571,123380.8298956045
1572,143676.37600536193
1573,271257.3233142681
1574,120818.9750305729
1575,233392.5070604377
1576,212741.59986574916
1577,188686.5771460904
1578,145558.00903178437
1579,136623.71978621304
1580,188547.5404208867
1581,145431.72498331036
1582,126948.9892892961
1583,341980.3256816808
1584,231453.12463867976
1585,141278.08687648407
1586,75759.19853790913
1587,97379.87710536702
1588,155052.81536796334
1589,102700.13978803872
1590,135277.06107939433
1591,101820.1807328976
1592,110737.36640506277
1593,129832.0933737068
1594,130476.53858296313
1595,113105.77542898546
1596,231853.4018888857
1597,191647.14587518756
1598,202580.25294274805
1599,207267.77785677652
1600,198264.02348548413
1601,78205.04535484029
1602,109892.8397929686
1603,103110.22729455598
1604,287378.76829946577
1605,251062.27220263306
1606,159945.1904512993
1607,191914.96453551322
1608,207395.0285379184
1609,187314.94152699318
1610,139443.89375262146
1611,143306.48867733878
1612,177689.64733270486
1613,154419.97029318
1614,132168.41906666284
1615,92325.16138255993
1616,68965.87292477825
1617,92133.0981285782
1618,122398.86932278062
1619,138288.78594122542
1620,153671.09275256202
1621,128955.21809671861
1622,139515.60840294775
1623,298601.64541718847
1624,208441.85516841843
1625,130989.2856227829
1626,162359.56527840378
1627,188930.688187316
1628,281326.0472066951
1629,174040.7000665344
1630,376626.6326307593
1631,220795.1928635068
1632,248546.09069482062
1633,159981.86210914436
1634,175767.1902902144
1635,181790.7982711768
1636,154966.7703836858
1637,185369.3507977781
1638,226317.61336103096
1639,174265.2001185691
1640,268209.3086937869
1641,169869.8687773934
1642,220789.59670868056
1643,224438.39517261062
1644,225597.80600884827
1645,177915.77477988772
1646,156333.1530645262
1647,167453.18273429997
1648,133418.4695284142
1649,143980.65230782246
1650,120794.82356383289
1651,124364.49106757625
1652,96603.9506589823
1653,97094.98601337142
1654,154713.01346594913
1655,162034.76861214047
1656,146569.09629301756
1657,149041.53854339285
1658,149748.43865501572
1659,149415.3965472976
1660,147200.29196921588
1661,425673.3229977412
1662,448282.5625851902
1663,388764.73050430854
1664,384064.43251316604
1665,313563.397324511
1666,313305.4397133177
1667,361464.5755409521
1668,327784.6467230407
1669,301148.02379371045
1670,339703.41905004083
1671,248638.54476462
1672,461408.9669516019
1673,302376.8085780056
1674,242036.50092931342
1675,174190.44065499122
1676,176879.6396165994
1677,202946.83896685776
1678,446770.8475442353
1679,400829.0634369532
1680,341964.2684831511
1681,274255.21310834924
1682,292533.3502981389
1683,178058.39996646097
1684,177874.98236269932
1685,170209.274240086
1686,172305.07276228338
1687,166108.19799822758
1688,187457.7370595995
1689,191935.73189988683
1690,190668.0670553936
1691,182840.6346601895
1692,275365.62182137545
1693,168364.0041044027
1694,176472.17083224203
1695,160446.20966360992
1696,275266.1351989025
1697,157898.63503624848
1698,370385.3453289979
1699,313905.5346371674
1700,240324.24756975452
1701,259859.63562740618
1702,257730.36010769455
1703,239817.53014674524
1704,289993.3561271124
1705,234703.62199126012
1706,402652.38208102575
1707,222449.78489603646
1708,204981.44906495936
1709,295357.85143701854
1710,226276.49721430006
1711,254616.20241100146
1712,251753.4566314918
1713,254452.23268686305
1714,212774.8618399504
1715,205154.33853996344
1716,175251.26396395167
1717,176365.7190030778
1718,134405.4407904129
1719,200588.0227340029
1720,250564.33875683355
1721,173485.8503077612
1722,128753.70637059814
1723,156512.99590529394
1724,188755.50501551366
1725,240905.05786749857
1726,191803.94189123312
1727,157408.1919358165
1728,186128.8250793918
1729,163312.4819402036
1730,161592.00831288306
1731,122541.21826231855
1732,132062.7433252639
1733,118520.49160670966
1734,119808.7322684968
1735,135939.665794803
1736,113226.59419738174
1737,354883.89858507854
1738,207087.79163771597
1739,267760.72514712653
1740,238612.00648110002
1741,202742.17320048957
1742,163294.27315680514
1743,173246.96465597622
1744,297983.95606254035
1745,208738.6244772142
1746,236745.5759237312
1747,239823.56005457795
1748,233539.44187842467
1749,153197.96774513042
1750,130990.40134843021
1751,255812.57892349394
1752,123046.82344373854
1753,144977.54560063948
1754,214668.04014101755
1755,167387.79203113634
1756,127801.12411818867
1757,122135.5742671338
1758,143732.43380920077
1759,164942.64548828214
1760,163860.01429700493
1761,148213.22433646274
1762,173253.46366183125
1763,179277.2505285115
1764,118337.16322307561
1765,163940.45673222994
1766,178895.8033599456
1767,214551.31765292588
1768,146450.11810215743
1769,181702.7384741027
1770,146381.8394886383
1771,139028.05133661453
1772,147524.72018714924
1773,129076.03545305341
1774,135326.07102273274
1775,142620.57476991208
1776,126697.14489580107
1777,114080.92764783347
1778,140743.59231772515
1779,120438.95348470134
1780,173702.04709614548
1781,139539.46540822013
1782,100866.76889614688
1783,132085.55709927727
1784,98064.39748573877
1785,127202.54027287426
1786,177540.0758102446
1787,172697.80334319267
1788,75138.92904057329
1789,113838.67014362951
1790,91272.60882428374
1791,184534.61490541606
1792,157793.66424391686
1793,131849.7380433922
1794,142970.53579456243
1795,132717.51893690907
1796,131725.18801467985
1797,120168.03538657574
1798,125426.9344604107
1799,112883.99435213461
1800,139032.89194540112
1801,122821.78976262921
1802,144304.30365793782
1803,152343.3018656843
1804,147905.0019649357
1805,136190.93230337967
1806,114430.4926460536
1807,139324.09293985163
1808,124588.64745835688
1809,114107.10698119609
1810,141632.14015260176
1811,102017.0829983124
1812,103009.30151276066
1813,115841.34535327207
1814,104939.31354359747
1815,50486.67565353707
1816,96407.6202780099
1817,122160.31589486485
1818,163304.02918015947
1819,124095.62262033118
1820,76844.57383807149
1821,115053.35794523505
1822,147443.40575792978
1823,58711.78710616654
1824,144735.2389050119
1825,120188.97591837094
1826,106576.30544622669
1827,100104.19508363269
1828,130138.90619908192
1829,117312.10710758358
1830,141693.35632931453
1831,177066.55816562666
1832,88486.25283279405
1833,144270.52793286945
1834,123173.70787724426
1835,139036.21161898048
1836,129736.99502177878
1837,104488.20777518787
1838,132010.89797564692
1839,86584.04942125046
1840,145984.18798171467
1841,139168.63760804344
1842,73291.7077635665
1843,141827.34981234005
1844,141335.25113778582
1845,133954.1688964618
1846,156405.15081560658
1847,164538.66599084434
1848,59679.76448980342
1849,123079.87757380225
1850,124565.69242455269
1851,157586.3215317805
1852,132812.76272548223
1853,139682.15356667567
1854,175337.95232299183
1855,142515.08105798296
1856,218089.16494746276
1857,163757.57455476437
1858,137324.3625498565
1859,120510.29883563657
1860,149370.49006458672
1861,120510.29883563657
1862,285976.887849453
1863,276675.3254516975
1864,276675.3254516975
1865,360085.8837603702
1866,332875.1720364731
1867,248338.43849852306
1868,304462.1236746043
1869,196090.9673717718
1870,250711.85894478878
1871,264736.32727205363
1872,168026.1719514677
1873,221317.5590402684
1874,137088.19767671268
1875,202172.1075469893
1876,185010.62589246122
1877,220612.93482245464
1878,201597.7014485551
1879,138371.8969092297
1880,134160.14878186063
1881,231109.65603647058
1882,246442.40484953977
1883,194806.45400165045
1884,207181.22048509642
1885,262898.10615026084
1886,310421.68699575675
1887,207370.71996254192
1888,278865.4405391112
1889,164944.76873697154
1890,133863.58800571688
1891,129776.57161129553
1892,108612.3575178573
1893,136603.21350605367
1894,133537.7570986653
1895,143790.35773588688
1896,118873.74323627213
1897,107864.65899898241
1898,106430.9599597508
1899,153373.47343053558
1900,160049.77043139268
1901,169321.0039057687
1902,141638.12659737054
1903,224235.55506020962
1904,138348.4996541131
1905,187482.96925442538
1906,169660.29187055063
1907,209576.20712131454
1908,109646.08593624002
1909,141504.90254155686
1910,127825.6627964741
1911,204329.70290119358
1912,292095.2789488553
1913,150401.8581929326
1914,79160.87498671413
1915,304812.3382152985
1916,81597.66773104355
1917,271303.46379582054
1918,135758.64451047982
1919,160781.2691916757
1920,145114.26649691473
1921,434153.85473159776
1922,328193.5328149184
1923,209037.47490568043
1924,216646.9192977819
1925,210593.8445536097
1926,395929.5415553315
1927,141219.22697776233
1928,160337.8829320659
1929,128913.61023883955
1930,127587.69212203282
1931,136183.79572815352
1932,130028.47816083801
1933,170126.47852212546
1934,169367.75808605042
1935,163032.3631686364
1936,179465.3584034923
1937,177819.82270978167
1938,173451.73507449325
1939,253606.67105506375
1940,203891.61994528968
1941,165758.57513491827
1942,187119.9915360293
1943,220685.59127970313
1944,341724.67795350077
1945,390584.02465971897
1946,152090.90477588275
1947,315161.2538574928
1948,177295.5535001306
1949,229621.57605287453
1950,180190.56997503247
1951,272033.13285382243
1952,220045.63199832258
1953,171844.93074361864
1954,204218.7119298706
1955,126444.65100237796
1956,322478.01748147164
1957,152593.57741562734
1958,301896.3160875042
1959,132584.55643178592
1960,119299.81613736882
1961,118852.75958129256
1962,95902.45352742288
1963,103562.75624872746
1964,102122.77027251404
1965,150376.45215112463
1966,162687.8154550723
1967,284516.74948112277
1968,417710.3116968894
1969,402549.0095718821
1970,443411.0154004801
1971,443709.98092932784
1972,376946.1918522317
1973,267636.0635595722
1974,322495.09951903264
1975,443809.0618516298
1976,260678.62408920622
1977,356735.8590158493
1978,379018.4720282921
1979,341369.54215424595
1980,193123.43566262216
1981,353901.2889901485
1982,221228.6105018834
1983,215899.66275698933
1984,169637.60462015402
1985,210346.4064657098
